time,open_price,high_price,low_price,close_price,complete,volume
2019-01-01T22:00:00.000000000Z,109.590,109.590,109.590,109.590,True,1
2019-01-01T22:01:00.000000000Z,109.673,109.673,109.673,109.673,True,1
2019-01-01T22:02:00.000000000Z,109.673,109.673,109.673,109.673,True,1
2019-01-01T22:06:00.000000000Z,109.669,109.669,109.669,109.669,True,1
2019-01-01T22:11:00.000000000Z,109.666,109.669,109.666,109.669,True,2
2019-01-01T22:14:00.000000000Z,109.664,109.664,109.650,109.650,True,4
2019-01-01T22:15:00.000000000Z,109.650,109.674,109.650,109.674,True,6
2019-01-01T22:18:00.000000000Z,109.670,109.670,109.639,109.639,True,7
2019-01-01T22:19:00.000000000Z,109.635,109.635,109.635,109.635,True,1
2019-01-01T22:21:00.000000000Z,109.630,109.654,109.616,109.654,True,12
2019-01-01T22:22:00.000000000Z,109.651,109.651,109.651,109.651,True,1
2019-01-01T22:25:00.000000000Z,109.649,109.650,109.647,109.650,True,3
2019-01-01T22:26:00.000000000Z,109.646,109.646,109.642,109.642,True,3
2019-01-01T22:28:00.000000000Z,109.644,109.647,109.642,109.642,True,4
2019-01-01T22:29:00.000000000Z,109.644,109.671,109.644,109.666,True,10
2019-01-01T22:30:00.000000000Z,109.663,109.664,109.646,109.646,True,14
2019-01-01T22:31:00.000000000Z,109.648,109.654,109.648,109.654,True,3
2019-01-01T22:35:00.000000000Z,109.656,109.668,109.656,109.668,True,5
2019-01-01T22:36:00.000000000Z,109.670,109.670,109.668,109.668,True,2
2019-01-01T22:40:00.000000000Z,109.670,109.670,109.668,109.668,True,2
2019-01-01T22:41:00.000000000Z,109.670,109.671,109.668,109.668,True,4
2019-01-01T22:42:00.000000000Z,109.666,109.672,109.666,109.672,True,3
2019-01-01T22:43:00.000000000Z,109.674,109.694,109.674,109.678,True,11
2019-01-01T22:45:00.000000000Z,109.675,109.698,109.675,109.696,True,38
2019-01-01T22:48:00.000000000Z,109.692,109.692,109.692,109.692,True,1
2019-01-01T22:50:00.000000000Z,109.689,109.697,109.682,109.689,True,275
2019-01-01T22:51:00.000000000Z,109.686,109.694,109.682,109.694,True,55
2019-01-01T22:52:00.000000000Z,109.690,109.690,109.679,109.679,True,4
2019-01-01T22:53:00.000000000Z,109.682,109.682,109.682,109.682,True,1
2019-01-01T22:55:00.000000000Z,109.684,109.684,109.684,109.684,True,1
2019-01-01T22:58:00.000000000Z,109.687,109.687,109.687,109.687,True,1
2019-01-01T22:59:00.000000000Z,109.684,109.687,109.682,109.684,True,5
2019-01-01T23:00:00.000000000Z,109.681,109.681,109.664,109.674,True,30
2019-01-01T23:01:00.000000000Z,109.672,109.672,109.664,109.664,True,6
2019-01-01T23:02:00.000000000Z,109.662,109.666,109.658,109.658,True,7
2019-01-01T23:03:00.000000000Z,109.660,109.660,109.657,109.657,True,2
2019-01-01T23:04:00.000000000Z,109.660,109.668,109.660,109.668,True,4
2019-01-01T23:05:00.000000000Z,109.670,109.688,109.670,109.688,True,10
2019-01-01T23:06:00.000000000Z,109.686,109.686,109.672,109.672,True,7
2019-01-01T23:07:00.000000000Z,109.670,109.676,109.666,109.666,True,10
2019-01-01T23:08:00.000000000Z,109.668,109.668,109.666,109.666,True,2
2019-01-01T23:09:00.000000000Z,109.668,109.671,109.659,109.669,True,11
2019-01-01T23:10:00.000000000Z,109.666,109.677,109.664,109.677,True,17
2019-01-01T23:11:00.000000000Z,109.679,109.688,109.679,109.688,True,21
2019-01-01T23:12:00.000000000Z,109.692,109.694,109.688,109.690,True,13
2019-01-01T23:13:00.000000000Z,109.688,109.694,109.678,109.690,True,26
2019-01-01T23:14:00.000000000Z,109.692,109.706,109.688,109.704,True,46
2019-01-01T23:15:00.000000000Z,109.707,109.718,109.692,109.718,True,40
2019-01-01T23:17:00.000000000Z,109.721,109.726,109.698,109.698,True,32
2019-01-01T23:18:00.000000000Z,109.696,109.718,109.688,109.718,True,27
2019-01-01T23:19:00.000000000Z,109.716,109.716,109.698,109.708,True,17
2019-01-01T23:20:00.000000000Z,109.705,109.705,109.696,109.702,True,10
2019-01-01T23:21:00.000000000Z,109.704,109.707,109.702,109.706,True,6
2019-01-01T23:22:00.000000000Z,109.709,109.712,109.702,109.702,True,6
2019-01-01T23:23:00.000000000Z,109.704,109.704,109.702,109.702,True,2
2019-01-01T23:24:00.000000000Z,109.704,109.704,109.702,109.704,True,3
2019-01-01T23:25:00.000000000Z,109.702,109.702,109.688,109.691,True,9
2019-01-01T23:26:00.000000000Z,109.694,109.706,109.694,109.706,True,16
2019-01-01T23:27:00.000000000Z,109.708,109.712,109.706,109.707,True,12
2019-01-01T23:28:00.000000000Z,109.709,109.712,109.707,109.712,True,12
2019-01-01T23:29:00.000000000Z,109.710,109.714,109.709,109.709,True,5
