time,closeAsk,closeBid,complete,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,volume,avg
2018-04-16 22:03:20,0.86365,0.86334,True,0.86365,0.86334,0.86365,0.86334,0.86365,0.86334,1,0.863495
2018-04-16 22:04:05,0.8636799999999999,0.86336,True,0.8636799999999999,0.8633700000000001,0.86367,0.8633200000000001,0.86367,0.8633700000000001,3,0.86352
2018-04-16 22:04:45,0.86364,0.86335,True,0.86364,0.86335,0.86364,0.86335,0.86364,0.86335,1,0.8634949999999999
2018-04-16 22:04:50,0.86362,0.8633,True,0.86366,0.8633700000000001,0.86362,0.8633,0.86366,0.8633700000000001,3,0.86346
2018-04-16 22:04:55,0.8636,0.86331,True,0.86362,0.86334,0.8636,0.86331,0.86362,0.86334,2,0.8634550000000001
2018-04-16 22:05:05,0.86361,0.86329,True,0.86362,0.86334,0.86361,0.86329,0.86362,0.86334,2,0.86345
2018-04-16 22:05:25,0.8636,0.8633,True,0.86362,0.86334,0.8636,0.8633,0.86362,0.86334,2,0.86345
2018-04-16 22:05:35,0.86356,0.8633,True,0.86356,0.8633,0.86356,0.8633,0.86356,0.8633,1,0.8634299999999999
2018-04-16 22:05:40,0.8635799999999999,0.8633200000000001,True,0.8635799999999999,0.8633200000000001,0.8635799999999999,0.8633200000000001,0.8635799999999999,0.8633200000000001,1,0.86345
2018-04-16 22:05:50,0.86361,0.86334,True,0.86361,0.86334,0.86361,0.86334,0.86361,0.86334,1,0.863475
2018-04-16 22:05:55,0.86359,0.8633200000000001,True,0.86359,0.8633200000000001,0.86359,0.8633200000000001,0.86359,0.8633200000000001,1,0.8634550000000001
2018-04-16 22:06:30,0.8636,0.86335,True,0.8636,0.86335,0.8636,0.86335,0.8636,0.86335,1,0.863475
2018-04-16 22:06:45,0.86356,0.86331,True,0.86359,0.8633200000000001,0.86356,0.86331,0.86359,0.8633200000000001,2,0.863435
2018-04-16 22:06:55,0.86354,0.8632799999999999,True,0.86354,0.8632799999999999,0.86354,0.8632799999999999,0.86354,0.8632799999999999,1,0.86341
2018-04-16 22:07:15,0.86365,0.8633700000000001,True,0.86365,0.8633700000000001,0.8635700000000001,0.8633,0.8635700000000001,0.8633,4,0.86351
2018-04-16 22:08:20,0.86367,0.86341,True,0.86367,0.86341,0.86367,0.86341,0.86367,0.86341,1,0.86354
2018-04-16 22:08:40,0.86369,0.8634299999999999,True,0.86369,0.8634299999999999,0.86369,0.8634299999999999,0.86369,0.8634299999999999,1,0.8635599999999999
2018-04-16 22:10:55,0.86366,0.8634200000000001,True,0.86366,0.8634200000000001,0.86366,0.8634200000000001,0.86366,0.8634200000000001,1,0.86354
2018-04-16 22:11:20,0.86362,0.86341,True,0.86362,0.86341,0.86362,0.86341,0.86362,0.86341,1,0.863515
2018-04-16 22:12:20,0.86361,0.8633799999999999,True,0.86361,0.8633799999999999,0.86361,0.8633799999999999,0.86361,0.8633799999999999,1,0.8634949999999999
2018-04-16 22:13:00,0.86361,0.8634200000000001,True,0.86361,0.8634200000000001,0.86361,0.8634200000000001,0.86361,0.8634200000000001,1,0.863515
2018-04-16 22:13:45,0.8636,0.86339,True,0.8636,0.86339,0.8636,0.86339,0.8636,0.86339,1,0.863495
2018-04-16 22:14:00,0.8636299999999999,0.8634,True,0.8636299999999999,0.8634,0.8636299999999999,0.8634,0.8636299999999999,0.8634,1,0.8635149999999999
2018-04-16 22:14:10,0.8636,0.8633799999999999,True,0.8636,0.8633799999999999,0.8636,0.8633799999999999,0.8636,0.8633799999999999,1,0.86349
2018-04-16 22:14:50,0.8635700000000001,0.86336,True,0.8635700000000001,0.86336,0.8635700000000001,0.86336,0.8635700000000001,0.86336,1,0.863465
2018-04-16 22:15:00,0.86359,0.8633799999999999,True,0.86359,0.8633799999999999,0.86359,0.8633799999999999,0.86359,0.8633799999999999,1,0.863485
2018-04-16 22:17:55,0.8636299999999999,0.8634299999999999,True,0.8636299999999999,0.8634299999999999,0.86361,0.86341,0.86361,0.86341,2,0.8635299999999999
2018-04-16 22:18:00,0.86367,0.86344,True,0.86367,0.86344,0.86367,0.86344,0.86367,0.86344,1,0.8635550000000001
2018-04-16 22:19:35,0.8636299999999999,0.8634299999999999,True,0.8636299999999999,0.8634299999999999,0.8636299999999999,0.8634299999999999,0.8636299999999999,0.8634299999999999,1,0.8635299999999999
2018-04-16 22:19:50,0.86361,0.8634,True,0.86361,0.8634,0.86361,0.8634,0.86361,0.8634,1,0.863505
