time,open_price,high_price,low_price,close_price,complete,volume
2016-01-03T22:00:00.000000000Z,120.195,120.330,120.194,120.294,True,1556
2016-01-03T23:00:00.000000000Z,120.288,120.392,120.232,120.320,True,1308
2016-01-04T00:00:00.000000000Z,120.316,120.392,120.271,120.374,True,908
2016-01-04T01:00:00.000000000Z,120.372,120.464,120.010,120.030,True,1969
2016-01-04T02:00:00.000000000Z,120.030,120.046,119.650,119.820,True,4086
2016-01-04T03:00:00.000000000Z,119.816,119.816,119.648,119.688,True,1209
2016-01-04T04:00:00.000000000Z,119.683,119.734,119.472,119.537,True,1798
2016-01-04T05:00:00.000000000Z,119.541,119.574,119.242,119.383,True,2236
2016-01-04T06:00:00.000000000Z,119.386,119.473,119.307,119.420,True,1143
2016-01-04T07:00:00.000000000Z,119.420,119.431,118.908,118.978,True,2576
2016-01-04T08:00:00.000000000Z,118.974,119.164,118.704,119.015,True,3842
2016-01-04T09:00:00.000000000Z,119.014,119.092,118.867,118.875,True,1657
2016-01-04T10:00:00.000000000Z,118.872,119.071,118.850,118.997,True,1483
2016-01-04T11:00:00.000000000Z,118.993,119.006,118.718,118.794,True,1357
2016-01-04T12:00:00.000000000Z,118.794,119.112,118.764,119.068,True,1392
2016-01-04T13:00:00.000000000Z,119.064,119.363,119.045,119.259,True,2206
2016-01-04T14:00:00.000000000Z,119.255,119.274,119.042,119.087,True,2352
2016-01-04T15:00:00.000000000Z,119.098,119.362,119.006,119.294,True,3421
2016-01-04T16:00:00.000000000Z,119.295,119.415,119.190,119.312,True,2118
2016-01-04T17:00:00.000000000Z,119.308,119.435,119.282,119.412,True,983
2016-01-04T18:00:00.000000000Z,119.407,119.502,119.360,119.364,True,811
2016-01-04T19:00:00.000000000Z,119.363,119.408,119.291,119.298,True,857
2016-01-04T20:00:00.000000000Z,119.302,119.476,119.286,119.425,True,1114
2016-01-04T21:00:00.000000000Z,119.428,119.476,119.378,119.445,True,362
2016-01-04T22:00:00.000000000Z,119.456,119.463,119.318,119.318,True,2129
2016-01-04T23:00:00.000000000Z,119.312,119.473,119.288,119.468,True,889
2016-01-05T00:00:00.000000000Z,119.470,119.528,119.188,119.230,True,1391
2016-01-05T01:00:00.000000000Z,119.228,119.607,119.100,119.587,True,2650
2016-01-05T02:00:00.000000000Z,119.586,119.638,119.480,119.626,True,1239
2016-01-05T03:00:00.000000000Z,119.623,119.701,119.520,119.523,True,805
2016-01-05T04:00:00.000000000Z,119.525,119.566,119.411,119.544,True,841
2016-01-05T05:00:00.000000000Z,119.540,119.567,119.338,119.423,True,1306
2016-01-05T06:00:00.000000000Z,119.420,119.486,119.304,119.462,True,988
2016-01-05T07:00:00.000000000Z,119.465,119.580,119.386,119.426,True,1304
2016-01-05T08:00:00.000000000Z,119.430,119.442,119.162,119.176,True,2106
2016-01-05T09:00:00.000000000Z,119.172,119.172,118.961,119.052,True,1758
2016-01-05T10:00:00.000000000Z,119.048,119.138,118.828,119.120,True,2067
2016-01-05T11:00:00.000000000Z,119.120,119.166,118.897,118.952,True,1029
2016-01-05T12:00:00.000000000Z,118.953,119.018,118.794,118.922,True,1631
2016-01-05T13:00:00.000000000Z,118.920,119.146,118.867,119.146,True,1484
2016-01-05T14:00:00.000000000Z,119.149,119.193,119.027,119.113,True,2009
2016-01-05T15:00:00.000000000Z,119.116,119.276,118.949,119.152,True,2233
2016-01-05T16:00:00.000000000Z,119.152,119.152,118.945,118.958,True,1734
2016-01-05T17:00:00.000000000Z,118.957,118.991,118.839,118.991,True,1057
2016-01-05T18:00:00.000000000Z,118.990,119.048,118.857,119.026,True,882
2016-01-05T19:00:00.000000000Z,119.030,119.048,118.961,118.985,True,672
2016-01-05T20:00:00.000000000Z,118.984,119.070,118.942,119.032,True,874
2016-01-05T21:00:00.000000000Z,119.034,119.066,119.006,119.063,True,326
2016-01-05T22:00:00.000000000Z,119.065,119.126,119.029,119.124,True,1730
2016-01-05T23:00:00.000000000Z,119.125,119.172,119.090,119.111,True,1039
2016-01-06T00:00:00.000000000Z,119.106,119.162,118.998,119.042,True,1317
2016-01-06T01:00:00.000000000Z,119.046,119.136,118.356,118.568,True,6861
2016-01-06T02:00:00.000000000Z,118.564,118.667,118.408,118.492,True,3668
2016-01-06T03:00:00.000000000Z,118.488,118.674,118.384,118.656,True,2367
2016-01-06T04:00:00.000000000Z,118.660,118.816,118.624,118.723,True,1501
2016-01-06T05:00:00.000000000Z,118.724,118.796,118.608,118.752,True,1478
2016-01-06T06:00:00.000000000Z,118.748,118.800,118.562,118.660,True,1166
2016-01-06T07:00:00.000000000Z,118.659,118.784,118.605,118.740,True,1422
2016-01-06T08:00:00.000000000Z,118.743,118.750,118.432,118.558,True,2179
2016-01-06T09:00:00.000000000Z,118.554,118.642,118.409,118.478,True,1577
2016-01-06T10:00:00.000000000Z,118.480,118.530,118.340,118.410,True,1322
2016-01-06T11:00:00.000000000Z,118.413,118.432,118.250,118.402,True,1978
2016-01-06T12:00:00.000000000Z,118.398,118.473,118.300,118.368,True,1363
2016-01-06T13:00:00.000000000Z,118.366,118.718,118.328,118.718,True,3104
2016-01-06T14:00:00.000000000Z,118.717,118.717,118.524,118.598,True,2488
2016-01-06T15:00:00.000000000Z,118.598,118.768,118.558,118.650,True,2366
2016-01-06T16:00:00.000000000Z,118.650,118.708,118.542,118.543,True,1394
2016-01-06T17:00:00.000000000Z,118.540,118.639,118.514,118.611,True,706
2016-01-06T18:00:00.000000000Z,118.608,118.681,118.548,118.618,True,732
2016-01-06T19:00:00.000000000Z,118.627,118.692,118.354,118.357,True,3218
2016-01-06T20:00:00.000000000Z,118.356,118.520,118.352,118.479,True,1275
2016-01-06T21:00:00.000000000Z,118.476,118.505,118.440,118.475,True,438
2016-01-06T22:00:00.000000000Z,118.472,118.493,118.462,118.471,True,901
2016-01-06T23:00:00.000000000Z,118.472,118.650,118.472,118.622,True,830
2016-01-07T00:00:00.000000000Z,118.626,118.694,118.564,118.632,True,1461
2016-01-07T01:00:00.000000000Z,118.635,118.757,117.668,117.883,True,9885
2016-01-07T02:00:00.000000000Z,117.888,118.076,117.822,117.982,True,4713
2016-01-07T03:00:00.000000000Z,117.985,118.242,117.946,118.210,True,2342
2016-01-07T04:00:00.000000000Z,118.210,118.232,117.946,117.974,True,1660
2016-01-07T05:00:00.000000000Z,117.974,118.068,117.956,118.011,True,1246
2016-01-07T06:00:00.000000000Z,118.007,118.034,117.844,118.032,True,1692
2016-01-07T07:00:00.000000000Z,118.032,118.194,117.892,118.024,True,2785
2016-01-07T08:00:00.000000000Z,118.028,118.149,117.509,117.572,True,3942
2016-01-07T09:00:00.000000000Z,117.576,117.596,117.328,117.544,True,4311
2016-01-07T10:00:00.000000000Z,117.544,117.692,117.514,117.627,True,2350
2016-01-07T11:00:00.000000000Z,117.627,117.676,117.467,117.507,True,1952
2016-01-07T12:00:00.000000000Z,117.510,117.670,117.435,117.612,True,1806
2016-01-07T13:00:00.000000000Z,117.608,117.833,117.521,117.832,True,2139
2016-01-07T14:00:00.000000000Z,117.832,118.170,117.770,118.085,True,3950
2016-01-07T15:00:00.000000000Z,118.084,118.276,117.828,118.080,True,3958
2016-01-07T16:00:00.000000000Z,118.076,118.129,117.952,118.015,True,2779
2016-01-07T17:00:00.000000000Z,118.012,118.036,117.885,117.968,True,1603
2016-01-07T18:00:00.000000000Z,117.971,117.971,117.581,117.628,True,2202
2016-01-07T19:00:00.000000000Z,117.625,117.678,117.451,117.469,True,2177
2016-01-07T20:00:00.000000000Z,117.468,117.660,117.448,117.566,True,2166
2016-01-07T21:00:00.000000000Z,117.566,117.670,117.530,117.670,True,552
2016-01-07T22:00:00.000000000Z,117.657,117.684,117.590,117.602,True,2513
2016-01-07T23:00:00.000000000Z,117.602,117.678,117.506,117.532,True,1123
2016-01-08T00:00:00.000000000Z,117.537,117.834,117.509,117.782,True,2442
2016-01-08T01:00:00.000000000Z,117.778,118.597,117.469,118.268,True,12751
2016-01-08T02:00:00.000000000Z,118.266,118.314,118.146,118.209,True,3012
2016-01-08T03:00:00.000000000Z,118.206,118.360,118.205,118.256,True,1236
2016-01-08T04:00:00.000000000Z,118.252,118.370,118.184,118.342,True,1079
2016-01-08T05:00:00.000000000Z,118.343,118.420,118.217,118.314,True,2071
2016-01-08T06:00:00.000000000Z,118.313,118.560,118.282,118.464,True,1116
2016-01-08T07:00:00.000000000Z,118.464,118.536,118.225,118.238,True,1720
2016-01-08T08:00:00.000000000Z,118.241,118.444,118.170,118.378,True,2411
2016-01-08T09:00:00.000000000Z,118.377,118.388,118.244,118.298,True,1273
2016-01-08T10:00:00.000000000Z,118.297,118.340,118.252,118.331,True,1129
2016-01-08T11:00:00.000000000Z,118.331,118.348,118.202,118.258,True,1458
2016-01-08T12:00:00.000000000Z,118.262,118.380,118.244,118.364,True,976
2016-01-08T13:00:00.000000000Z,118.361,118.852,118.196,118.270,True,6878
2016-01-08T14:00:00.000000000Z,118.272,118.332,117.930,118.190,True,6065
2016-01-08T15:00:00.000000000Z,118.186,118.196,117.684,117.684,True,5425
2016-01-08T16:00:00.000000000Z,117.685,117.795,117.449,117.757,True,4339
2016-01-08T17:00:00.000000000Z,117.756,117.950,117.718,117.802,True,1834
2016-01-08T18:00:00.000000000Z,117.802,117.854,117.716,117.762,True,1503
2016-01-08T19:00:00.000000000Z,117.766,117.826,117.629,117.651,True,1413
2016-01-08T20:00:00.000000000Z,117.654,117.694,117.469,117.499,True,1402
2016-01-08T21:00:00.000000000Z,117.496,117.596,117.227,117.238,True,2707
2016-01-10T22:00:00.000000000Z,117.231,117.231,116.700,116.813,True,6820
2016-01-10T23:00:00.000000000Z,116.816,117.130,116.816,117.062,True,3831
2016-01-11T00:00:00.000000000Z,117.062,117.218,117.012,117.064,True,2368
2016-01-11T01:00:00.000000000Z,117.068,117.448,116.974,117.221,True,6778
2016-01-11T02:00:00.000000000Z,117.220,117.344,117.183,117.260,True,1873
2016-01-11T03:00:00.000000000Z,117.256,117.436,117.170,117.354,True,1196
2016-01-11T04:00:00.000000000Z,117.354,117.448,117.342,117.391,True,777
2016-01-11T05:00:00.000000000Z,117.390,117.400,117.224,117.322,True,1228
2016-01-11T06:00:00.000000000Z,117.326,117.382,117.096,117.140,True,1568
2016-01-11T07:00:00.000000000Z,117.144,117.392,117.134,117.318,True,2286
2016-01-11T08:00:00.000000000Z,117.319,117.926,117.319,117.866,True,3579
2016-01-11T09:00:00.000000000Z,117.866,117.874,117.690,117.846,True,1831
