time,open_price,high_price,low_price,close_price,complete,volume
2019-01-01T22:00:00.000000000Z,6.86994,6.86994,6.86994,6.86994,True,1
2019-01-01T22:01:00.000000000Z,6.87184,6.87184,6.87184,6.87184,True,1
2019-01-01T22:03:00.000000000Z,6.87190,6.87203,6.87190,6.87203,True,2
2019-01-01T22:04:00.000000000Z,6.87207,6.87207,6.87207,6.87207,True,1
2019-01-01T22:05:00.000000000Z,6.87204,6.87204,6.87204,6.87204,True,1
2019-01-01T22:06:00.000000000Z,6.87199,6.87271,6.87199,6.87266,True,15
2019-01-01T22:07:00.000000000Z,6.87268,6.87278,6.87215,6.87231,True,12
2019-01-01T22:09:00.000000000Z,6.87218,6.87218,6.87056,6.87056,True,11
2019-01-01T22:10:00.000000000Z,6.87030,6.87046,6.86895,6.87021,True,23
2019-01-01T22:11:00.000000000Z,6.87002,6.87002,6.86917,6.86917,True,8
2019-01-01T22:12:00.000000000Z,6.86924,6.86934,6.86890,6.86890,True,10
2019-01-01T22:14:00.000000000Z,6.86883,6.86886,6.86883,6.86886,True,2
2019-01-01T22:15:00.000000000Z,6.86890,6.86890,6.86880,6.86883,True,6
2019-01-01T22:16:00.000000000Z,6.86885,6.86888,6.86885,6.86885,True,3
2019-01-01T22:17:00.000000000Z,6.86889,6.86889,6.86886,6.86886,True,2
2019-01-01T22:18:00.000000000Z,6.86891,6.86891,6.86891,6.86891,True,1
2019-01-01T22:20:00.000000000Z,6.86893,6.86896,6.86893,6.86896,True,2
2019-01-01T22:23:00.000000000Z,6.86899,6.86899,6.86899,6.86899,True,1
2019-01-01T22:24:00.000000000Z,6.86896,6.86899,6.86896,6.86899,True,2
2019-01-01T22:25:00.000000000Z,6.86897,6.86897,6.86897,6.86897,True,1
2019-01-01T22:26:00.000000000Z,6.86900,6.86900,6.86897,6.86899,True,3
2019-01-01T22:27:00.000000000Z,6.86897,6.86897,6.86897,6.86897,True,1
2019-01-01T22:29:00.000000000Z,6.86900,6.86900,6.86897,6.86897,True,2
2019-01-01T22:30:00.000000000Z,6.86900,6.86900,6.86883,6.86883,True,6
2019-01-01T22:31:00.000000000Z,6.86886,6.86886,6.86886,6.86886,True,1
2019-01-01T22:32:00.000000000Z,6.86888,6.86891,6.86888,6.86888,True,3
2019-01-01T22:34:00.000000000Z,6.86886,6.86893,6.86886,6.86889,True,4
2019-01-01T22:37:00.000000000Z,6.86893,6.86893,6.86890,6.86890,True,2
2019-01-01T22:39:00.000000000Z,6.86894,6.86894,6.86892,6.86892,True,2
2019-01-01T22:40:00.000000000Z,6.86895,6.86895,6.86892,6.86892,True,2
2019-01-01T22:43:00.000000000Z,6.86889,6.86889,6.86889,6.86889,True,1
2019-01-01T22:45:00.000000000Z,6.86875,6.86878,6.86875,6.86878,True,4
2019-01-01T22:46:00.000000000Z,6.86881,6.86883,6.86881,6.86883,True,2
2019-01-01T22:48:00.000000000Z,6.86879,6.86879,6.86877,6.86877,True,4
2019-01-01T22:50:00.000000000Z,6.86879,6.86879,6.86876,6.86876,True,2
2019-01-01T22:51:00.000000000Z,6.86873,6.86873,6.86873,6.86873,True,1
2019-01-01T22:52:00.000000000Z,6.86875,6.86875,6.86872,6.86872,True,2
2019-01-01T22:53:00.000000000Z,6.86880,6.86880,6.86877,6.86877,True,2
2019-01-01T22:54:00.000000000Z,6.86873,6.86873,6.86873,6.86873,True,1
2019-01-01T22:56:00.000000000Z,6.86875,6.86875,6.86875,6.86875,True,1
2019-01-01T22:57:00.000000000Z,6.86871,6.86875,6.86871,6.86875,True,2
2019-01-01T23:00:00.000000000Z,6.86866,6.86871,6.86827,6.86830,True,18
2019-01-01T23:01:00.000000000Z,6.86827,6.86827,6.86824,6.86824,True,2
2019-01-01T23:02:00.000000000Z,6.86839,6.86839,6.86839,6.86839,True,1
2019-01-01T23:03:00.000000000Z,6.86843,6.86851,6.86843,6.86851,True,5
2019-01-01T23:04:00.000000000Z,6.86833,6.86833,6.86831,6.86831,True,2
2019-01-01T23:05:00.000000000Z,6.86833,6.86836,6.86833,6.86836,True,2
2019-01-01T23:07:00.000000000Z,6.86848,6.86848,6.86848,6.86848,True,1
2019-01-01T23:08:00.000000000Z,6.86852,6.86852,6.86852,6.86852,True,1
2019-01-01T23:10:00.000000000Z,6.86841,6.86870,6.86841,6.86870,True,11
2019-01-01T23:12:00.000000000Z,6.86879,6.86879,6.86879,6.86879,True,1
2019-01-01T23:15:00.000000000Z,6.86869,6.86869,6.86869,6.86869,True,1
2019-01-01T23:18:00.000000000Z,6.86871,6.86880,6.86871,6.86880,True,2
2019-01-01T23:19:00.000000000Z,6.86885,6.86885,6.86883,6.86883,True,2
2019-01-01T23:20:00.000000000Z,6.86881,6.86881,6.86881,6.86881,True,1
2019-01-01T23:21:00.000000000Z,6.86866,6.86866,6.86866,6.86866,True,1
2019-01-01T23:22:00.000000000Z,6.86863,6.86880,6.86863,6.86880,True,6
2019-01-01T23:23:00.000000000Z,6.86883,6.86916,6.86883,6.86916,True,25
2019-01-01T23:24:00.000000000Z,6.86925,6.86929,6.86877,6.86904,True,83
2019-01-01T23:25:00.000000000Z,6.86895,6.86939,6.86813,6.86858,True,1815
2019-01-01T23:26:00.000000000Z,6.86851,6.86888,6.86798,6.86842,True,2487
2019-01-01T23:27:00.000000000Z,6.86840,6.86885,6.86802,6.86850,True,1017
2019-01-01T23:28:00.000000000Z,6.86844,6.86886,6.86797,6.86829,True,1465
2019-01-01T23:29:00.000000000Z,6.86834,6.86893,6.86815,6.86834,True,1303
2019-01-01T23:30:00.000000000Z,6.86836,6.86888,6.86822,6.86888,True,241
2019-01-01T23:31:00.000000000Z,6.86891,6.86897,6.86796,6.86863,True,658
2019-01-01T23:32:00.000000000Z,6.86869,6.86924,6.86792,6.86818,True,130
2019-01-01T23:33:00.000000000Z,6.86816,6.86826,6.86816,6.86824,True,26
2019-01-01T23:34:00.000000000Z,6.86823,6.86852,6.86797,6.86850,True,153
2019-01-01T23:35:00.000000000Z,6.86850,6.86854,6.86791,6.86846,True,365
2019-01-01T23:36:00.000000000Z,6.86846,6.86866,6.86799,6.86849,True,456
2019-01-01T23:37:00.000000000Z,6.86849,6.86861,6.86794,6.86858,True,87
2019-01-01T23:38:00.000000000Z,6.86856,6.86856,6.86856,6.86856,True,2
2019-01-01T23:39:00.000000000Z,6.86864,6.86864,6.86864,6.86864,True,2
2019-01-01T23:40:00.000000000Z,6.86866,6.86866,6.86816,6.86864,True,107
2019-01-01T23:41:00.000000000Z,6.86864,6.86872,6.86863,6.86863,True,31
2019-01-01T23:42:00.000000000Z,6.86860,6.86860,6.86860,6.86860,True,1
2019-01-01T23:43:00.000000000Z,6.86860,6.86870,6.86857,6.86870,True,14
2019-01-01T23:44:00.000000000Z,6.86869,6.86869,6.86790,6.86793,True,37
2019-01-01T23:45:00.000000000Z,6.86794,6.86828,6.86780,6.86828,True,62
2019-01-01T23:46:00.000000000Z,6.86830,6.86832,6.86802,6.86822,True,42
2019-01-01T23:47:00.000000000Z,6.86821,6.86821,6.86818,6.86818,True,6
2019-01-01T23:48:00.000000000Z,6.86818,6.86828,6.86818,6.86828,True,9
2019-01-01T23:49:00.000000000Z,6.86824,6.86842,6.86742,6.86780,True,119
2019-01-01T23:50:00.000000000Z,6.86782,6.86880,6.86680,6.86680,True,174
2019-01-01T23:51:00.000000000Z,6.86682,6.86754,6.86656,6.86694,True,112
2019-01-01T23:52:00.000000000Z,6.86697,6.86725,6.86697,6.86723,True,36
2019-01-01T23:53:00.000000000Z,6.86721,6.86743,6.86702,6.86702,True,46
2019-01-01T23:54:00.000000000Z,6.86702,6.86715,6.86667,6.86667,True,172
2019-01-01T23:55:00.000000000Z,6.86667,6.86676,6.86651,6.86651,True,84
