time,open_price,high_price,low_price,close_price,complete,volume
2017-01-02T23:00:00.000000000Z,117.282,117.536,117.218,117.456,True,8669
2017-01-03T00:00:00.000000000Z,117.456,117.526,117.346,117.358,True,2415
2017-01-03T01:00:00.000000000Z,117.358,117.422,117.284,117.388,True,1311
2017-01-03T02:00:00.000000000Z,117.388,117.444,117.327,117.385,True,809
2017-01-03T03:00:00.000000000Z,117.386,117.408,117.356,117.378,True,539
2017-01-03T04:00:00.000000000Z,117.382,117.394,117.318,117.325,True,605
2017-01-03T05:00:00.000000000Z,117.325,117.374,117.290,117.344,True,449
2017-01-03T06:00:00.000000000Z,117.344,117.508,117.318,117.492,True,793
2017-01-03T07:00:00.000000000Z,117.491,117.964,117.487,117.840,True,2560
2017-01-03T08:00:00.000000000Z,117.844,118.076,117.804,118.063,True,2484
2017-01-03T09:00:00.000000000Z,118.060,118.202,117.992,118.152,True,2679
2017-01-03T10:00:00.000000000Z,118.153,118.289,118.068,118.264,True,1628
2017-01-03T11:00:00.000000000Z,118.267,118.352,118.201,118.201,True,1748
2017-01-03T12:00:00.000000000Z,118.202,118.317,118.144,118.166,True,1798
2017-01-03T13:00:00.000000000Z,118.164,118.280,118.149,118.186,True,1299
2017-01-03T14:00:00.000000000Z,118.185,118.272,118.066,118.245,True,2013
2017-01-03T15:00:00.000000000Z,118.242,118.614,117.973,118.032,True,6710
2017-01-03T16:00:00.000000000Z,118.031,118.088,117.350,117.692,True,7639
2017-01-03T17:00:00.000000000Z,117.696,117.720,117.400,117.438,True,2495
2017-01-03T18:00:00.000000000Z,117.440,117.600,117.222,117.593,True,2595
2017-01-03T19:00:00.000000000Z,117.597,117.696,117.580,117.674,True,1569
2017-01-03T20:00:00.000000000Z,117.672,117.740,117.516,117.733,True,1514
2017-01-03T21:00:00.000000000Z,117.736,117.776,117.642,117.748,True,1054
2017-01-03T22:00:00.000000000Z,117.754,117.778,117.624,117.702,True,1122
2017-01-03T23:00:00.000000000Z,117.702,117.702,117.541,117.636,True,2790
